datetime,open,high,low,close,volume
2010-12-03,67.56,67.87,67.28,67.58,1844400
2010-12-02,67.85,68.4,67.38,67.8,2093800
2010-12-01,67.03,67.81,67.03,67.62,1712900
2010-11-30,65.82,66.59,65.44,66.09,2141900
2010-11-29,66.51,66.52,65.05,66.31,2452500
2010-11-26,67.4,67.7,66.84,67.12,555800
2010-11-24,66.78,68.47,66.78,68.02,1924100
2010-11-23,65.63,66.62,65.48,66.48,1896600
2010-11-22,66.3,66.6,65.57,66.26,1482000
2010-11-19,67.09,67.22,66.24,66.6,1654900
2010-11-18,65.92,67.06,65.44,67.05,2321900
2010-11-17,65.59,65.73,64.83,65.39,1722100
2010-11-16,66.04,66.38,65.08,65.54,2031300
2010-11-15,66.59,67.19,66.22,66.55,1278200
2010-11-12,67.06,67.18,66.25,66.5,1752400
2010-11-11,67.72,68.0,67.08,67.42,1976300
2010-11-10,69.06,69.1,67.98,68.21,1632100
2010-11-09,69.53,69.61,68.9,69.2,1714000
2010-11-08,69.14,69.8,68.96,69.4,1342900
2010-11-05,69.1,69.97,68.9,69.66,1778300
2010-11-04,68.81,69.3,68.25,69.17,2283900
2010-11-03,68.21,68.77,67.27,67.95,2405600
2010-11-02,68.54,69.1,67.98,67.99,2069700
2010-11-01,68.33,68.85,67.31,67.86,1852400
2010-10-29,67.39,68.13,67.29,68.12,3459400
2010-10-28,66.32,67.88,66.02,67.78,5072000
2010-10-27,64.24,65.53,63.48,65.42,3872300
2010-10-26,63.83,64.43,63.43,64.09,2025500
2010-10-25,65.11,65.13,63.99,64.06,1762900
2010-10-22,64.54,64.73,64.04,64.5,1218900
2010-10-21,64.17,65.16,64.17,64.55,1741500
2010-10-20,63.26,64.35,63.23,63.83,1795000
2010-10-19,63.45,63.67,62.17,62.96,2166700
2010-10-18,63.94,64.48,63.55,64.37,1271700
2010-10-15,63.5,64.05,62.9,63.93,2961800
2010-10-14,64.12,64.2,62.92,63.17,1760200
2010-10-13,63.58,64.52,63.58,64.06,1554200
2010-10-12,62.97,63.57,62.13,63.37,1415800
2010-10-11,63.48,63.53,62.99,63.13,790100
2010-10-08,63.14,63.65,62.69,63.37,1454000
2010-10-07,63.81,64.03,62.8,63.13,1519500
2010-10-06,63.14,63.77,63.02,63.64,2134800
2010-10-05,62.39,63.48,61.89,63.41,2735600
2010-10-04,62.42,62.73,61.51,61.75,1935500
2010-10-01,63.33,63.43,62.38,62.46,1756900
2010-09-30,63.49,64.6,62.62,62.81,2454000
2010-09-29,62.97,63.19,62.35,63.06,2165700
2010-09-28,63.25,63.35,62.23,63.27,2395700
2010-09-27,63.83,63.96,63.02,63.13,1288500
2010-09-24,62.55,63.75,62.55,63.68,1270400
2010-09-23,62.34,62.85,61.86,61.98,1484800
2010-09-22,63.63,63.92,62.58,62.87,1642900
2010-09-21,63.61,64.21,63.25,63.61,1347600
2010-09-20,63.11,63.73,62.35,63.63,1824500
2010-09-17,61.52,62.81,61.44,62.69,3122300
2010-09-16,61.17,61.37,60.87,61.31,1887000
2010-09-15,61.02,61.3,60.53,61.27,2314000
2010-09-14,61.94,62.07,61.15,61.46,2156100
2010-09-13,61.76,62.88,61.76,62.18,2813200
2010-09-10,60.11,61.25,59.85,61.13,2462300
2010-09-09,60.0,60.42,59.26,59.82,1839700
2010-09-08,58.8,59.85,58.59,59.49,2807400
2010-09-07,59.24,59.3,57.72,58.49,2226000
2010-09-03,59.54,59.99,59.25,59.72,1639300
2010-09-02,58.14,58.96,57.81,58.95,2034900
2010-09-01,56.7,58.0,56.23,57.78,1940100
2010-08-31,56.26,56.43,55.68,55.87,2418800
2010-08-30,57.13,57.53,56.52,56.57,2045800
2010-08-27,56.59,57.41,55.46,57.37,2812500
2010-08-26,57.15,57.72,56.65,56.83,2066100
2010-08-25,57.51,57.71,56.27,56.99,4329000
2010-08-24,58.45,58.79,57.62,57.87,2138400
2010-08-23,60.14,60.36,59.24,59.33,1987600
2010-08-20,60.17,60.51,59.71,60.23,2368000
2010-08-19,62.31,62.35,60.39,60.62,2418900
2010-08-18,62.55,62.67,62.0,62.49,1825200
2010-08-17,61.1,62.79,61.03,62.34,2721300
2010-08-16,60.27,60.7,59.75,60.42,1551100
2010-08-13,60.52,61.16,60.4,60.67,1895100
2010-08-12,60.28,61.02,60.21,60.72,2083400
2010-08-11,63.17,63.18,61.02,61.32,2317600
2010-08-10,63.63,64.44,63.09,64.09,2083600
2010-08-09,64.05,64.4,63.87,64.32,1192700
2010-08-06,63.28,64.02,62.97,63.78,2403300
2010-08-05,63.07,63.79,62.89,63.77,1617000
2010-08-04,62.93,63.46,62.72,63.34,1584500
2010-08-03,62.61,63.2,62.44,62.67,1561400
2010-08-02,62.06,63.15,61.74,62.91,2149800
2010-07-30,60.99,61.52,60.58,61.25,2805900
2010-07-29,62.3,62.69,61.03,61.73,1852100
2010-07-28,61.52,62.57,61.22,61.8,2405600
2010-07-27,62.57,62.74,61.7,61.77,1821900
2010-07-26,61.31,63.08,61.29,62.49,1486700
2010-07-23,60.98,61.87,60.48,61.29,2056600
2010-07-22,59.9,61.4,59.9,61.03,1922800
2010-07-21,59.53,60.44,59.0,59.28,2485900
2010-07-20,57.91,59.22,56.93,59.21,3230100
2010-07-19,58.84,59.04,58.2,58.6,2013400
2010-07-16,60.97,61.29,58.75,58.9,2316800
2010-07-15,61.6,61.83,60.45,61.47,2131100
2010-07-14,60.26,61.61,60.16,61.61,2813900
2010-07-13,60.42,60.83,60.07,60.56,1946100
2010-07-12,60.34,60.43,59.52,59.87,1869200
2010-07-09,60.78,60.86,60.0,60.84,1299300
2010-07-08,60.58,61.08,60.31,60.97,1790500
2010-07-07,58.87,60.27,58.58,60.22,3237600
2010-07-06,59.08,59.71,58.12,58.64,2539700
2010-07-02,58.79,59.25,58.3,58.7,2281100
2010-07-01,58.61,58.84,57.68,58.5,2983600
2010-06-30,58.92,59.69,58.47,58.56,3261300
2010-06-29,61.33,61.57,59.2,59.43,4487800
2010-06-28,63.42,63.42,62.16,62.26,2861600
2010-06-25,63.35,63.68,62.31,63.22,3015700
2010-06-24,64.67,65.1,63.14,63.25,2864700
2010-06-23,65.55,65.63,64.01,64.89,2771700
2010-06-22,67.11,67.35,65.31,65.45,1825900
2010-06-21,67.98,68.08,66.45,66.78,2187700
2010-06-18,66.42,67.09,66.42,66.9,3334200
2010-06-17,66.22,66.55,65.44,66.31,1770700
2010-06-16,66.1,66.61,65.87,66.29,1551800
2010-06-15,64.89,66.67,64.65,66.62,1950900
2010-06-14,65.13,65.41,64.15,64.31,1728900
2010-06-11,63.41,64.7,62.95,64.58,1782400
2010-06-10,63.3,64.24,63.24,64.07,2472800
2010-06-09,62.79,63.84,62.33,62.55,1994100
2010-06-08,62.1,62.93,61.79,62.65,4364500
2010-06-07,65.32,65.32,61.97,62.08,5017400
2010-06-04,67.06,67.06,64.95,65.18,2969000
2010-06-03,68.2,69.1,67.65,68.07,2219600
2010-06-02,67.17,67.99,65.95,67.92,2028700
2010-06-01,67.0,68.42,66.73,66.74,1745100
2010-05-28,68.49,68.69,67.52,67.9,1991500
2010-05-27,67.2,68.48,67.17,68.48,1560900
2010-05-26,66.52,67.45,66.18,66.38,2165000
2010-05-25,64.06,66.16,64.0,66.04,2136200
2010-05-24,67.28,67.28,65.88,65.96,2056800
2010-05-21,65.39,67.68,64.9,67.45,2487200
2010-05-20,68.22,68.26,66.3,66.3,2909700
2010-05-19,70.14,70.35,68.55,69.68,1979100
2010-05-18,71.81,72.34,70.44,70.55,1556400
2010-05-17,72.04,72.32,70.34,71.77,1646100
2010-05-14,72.3,72.67,70.9,71.71,1824000
2010-05-13,74.03,74.39,72.88,72.96,1319900
2010-05-12,72.97,74.47,72.78,74.09,1418700
2010-05-11,72.68,73.54,72.13,72.65,2276600
2010-05-10,73.0,74.25,71.43,73.11,3488500
2010-05-07,72.1,72.1,69.46,70.5,4081500
2010-05-06,74.52,75.23,64.58,72.06,3256400
2010-05-05,74.65,75.61,74.32,74.96,1602700
2010-05-04,76.81,76.81,74.72,75.28,1830300
2010-05-03,76.83,77.58,76.36,77.55,1365300
2010-04-30,78.12,78.33,76.33,76.36,1563400
2010-04-29,77.55,78.1,76.58,77.96,1523000
2010-04-28,76.72,77.35,75.95,76.98,2124400
2010-04-27,78.5,78.7,76.52,76.56,2750300
2010-04-26,78.38,79.0,78.26,78.67,1629600
2010-04-23,78.28,78.64,77.57,78.6,1803500
2010-04-22,77.56,78.3,76.6,78.21,2048200
2010-04-21,77.02,78.24,76.75,78.05,2041300
2010-04-20,76.34,77.06,76.19,76.94,1704700
2010-04-19,75.94,76.32,75.61,76.14,1927400
2010-04-16,76.22,76.95,75.53,76.04,2426200
2010-04-15,76.43,77.06,76.19,76.46,2439500
2010-04-14,76.87,76.97,76.3,76.71,2395100
2010-04-13,77.35,77.35,76.07,76.85,1858000
2010-04-12,77.54,78.18,77.14,77.3,1061600
2010-04-09,77.08,77.58,76.68,77.54,1094000
2010-04-08,76.2,77.13,75.94,76.81,1221600
2010-04-07,76.97,77.19,76.32,76.47,1958100
2010-04-06,77.7,77.97,76.74,77.41,3102500
2010-04-05,78.47,78.96,77.74,78.23,1299200
2010-04-01,77.53,78.33,77.37,77.91,1285500
2010-03-31,77.34,77.79,76.98,77.2,2131100
2010-03-30,78.48,78.48,77.07,77.49,2199000
2010-03-29,77.35,78.62,77.17,78.48,3168600
2010-03-26,76.5,77.05,76.15,76.92,1644700
2010-03-25,76.34,76.96,75.73,76.22,2168100
2010-03-24,76.74,76.76,75.6,75.74,1476100
2010-03-23,75.88,76.96,75.79,76.94,1818800
2010-03-22,75.23,75.82,74.59,75.66,1340200
2010-03-19,75.49,76.24,75.24,75.49,2438000
2010-03-18,74.86,75.5,74.79,75.24,2430200
2010-03-17,73.91,75.0,73.59,74.98,2250100
2010-03-16,73.67,73.98,73.26,73.71,1380500
2010-03-15,73.72,73.74,72.96,73.66,1620400
2010-03-12,74.15,74.15,73.01,73.76,1587400
2010-03-11,73.5,74.22,72.75,74.15,2017000
2010-03-10,73.47,74.31,73.38,73.94,1903600
2010-03-09,73.38,74.09,72.65,73.68,1363000
2010-03-08,73.4,73.92,73.1,73.65,1766500
2010-03-05,72.88,73.78,72.53,73.73,2350000
2010-03-04,71.95,73.04,71.09,72.94,3061300
2010-03-03,74.25,74.33,72.65,72.83,3344600
2010-03-02,74.65,74.65,73.41,73.98,2203000
2010-03-01,72.54,74.13,72.54,73.91,2384900
2010-02-26,72.39,72.74,71.59,72.55,1504200
2010-02-25,72.1,72.24,70.81,72.2,1651400
2010-02-24,71.83,72.74,71.71,72.6,1220500
2010-02-23,72.28,72.88,71.53,71.81,1747700
2010-02-22,72.62,72.97,71.74,72.57,1753900
2010-02-19,71.64,73.1,71.43,72.61,2474900
2010-02-18,69.86,71.99,69.59,71.78,2692800
2010-02-17,69.76,70.1,69.1,70.1,2284400
2010-02-16,68.37,69.85,68.13,69.85,2745100
2010-02-12,67.33,68.28,66.38,67.95,2433400
2010-02-11,67.46,67.85,66.55,67.8,2978000
2010-02-10,68.05,68.34,67.42,67.64,2704100
2010-02-09,66.95,68.56,66.55,68.04,2008500
2010-02-08,66.72,67.53,65.91,66.35,2017100
2010-02-05,68.07,68.38,65.3,66.66,4387600
2010-02-04,69.64,69.98,68.06,68.16,2995400
2010-02-03,69.82,70.39,69.51,70.12,1902400
2010-02-02,69.43,70.21,68.66,70.03,3599700
2010-02-01,67.22,69.58,66.79,69.43,3613300
2010-01-29,67.41,67.73,66.72,66.85,2268400
2010-01-28,67.61,68.25,67.04,67.6,1839000
2010-01-27,68.75,68.75,65.92,67.23,3839500
2010-01-26,67.57,69.4,67.43,68.72,2618400
2010-01-25,68.68,69.04,67.85,67.86,1781100
2010-01-22,68.1,68.77,66.94,67.02,1868300
2010-01-21,69.27,69.72,67.73,68.14,1984500
2010-01-20,70.12,70.29,68.35,69.36,2193500
2010-01-19,70.49,70.83,70.02,70.69,1498700
2010-01-15,71.08,71.08,69.85,70.61,1829400
2010-01-14,70.87,71.24,70.31,71.1,2332600
2010-01-13,70.17,71.49,69.96,71.07,1797800
2010-01-12,70.27,70.65,69.85,70.3,1677200
2010-01-11,69.83,70.75,69.66,70.73,1508400
2010-01-08,69.43,69.7,68.91,69.44,1582000
2010-01-07,69.09,69.5,68.73,69.44,1262300
2010-01-06,69.03,69.36,68.75,69.24,1149700
2010-01-05,69.29,69.78,68.81,69.3,1535400
2010-01-04,68.51,69.19,68.17,69.19,1198500
2009-12-31,68.89,68.97,68.1,68.17,1215100
2009-12-30,68.53,68.93,68.31,68.7,827100
2009-12-29,68.88,69.11,68.52,68.55,919200
2009-12-28,68.51,68.94,68.27,68.57,715700
2009-12-24,68.15,68.47,68.03,68.34,446900
2009-12-23,68.4,68.65,67.76,68.2,1143500
2009-12-22,68.59,68.95,68.03,68.2,1328800
2009-12-21,68.51,69.07,68.39,68.59,1106800
2009-12-18,68.78,68.93,67.75,68.24,2328100
2009-12-17,69.05,69.32,68.4,68.51,1242100
2009-12-16,69.82,70.04,68.85,69.45,2095100
2009-12-15,70.4,70.58,69.48,69.67,2158600
2009-12-14,69.32,70.84,69.21,70.66,2569600
2009-12-11,68.05,69.17,68.01,69.01,1508400
2009-12-10,68.02,68.68,67.86,68.01,1070500
2009-12-09,67.96,67.96,66.94,67.9,1860300
2009-12-08,67.61,68.15,66.83,67.82,1959400
2009-12-07,67.55,68.21,67.49,67.88,1107600
2009-12-04,67.16,68.43,66.76,67.54,1717500
2009-12-03,67.36,67.73,66.68,66.78,1399700
2009-12-02,67.29,67.73,66.84,67.09,1893200
2009-12-01,66.49,67.46,66.23,67.14,1850300
2009-11-30,67.25,67.25,65.46,65.9,2847000
2009-11-27,66.95,67.54,66.19,67.08,1064700
2009-11-25,67.45,68.3,66.88,68.13,1584600
2009-11-24,67.42,67.52,66.75,67.32,1314700
2009-11-23,66.87,67.7,66.77,67.52,1171300
2009-11-20,66.23,66.7,65.96,66.47,1860200
2009-11-19,67.15,67.15,65.84,66.38,1667700
2009-11-18,67.92,68.06,67.1,67.34,1481300
2009-11-17,68.26,68.26,67.59,67.94,1040200
2009-11-16,67.86,68.74,67.64,68.21,2088200
2009-11-13,66.77,68.0,66.58,67.68,1257200
2009-11-12,66.83,67.72,66.54,66.72,1202500
2009-11-11,66.9,67.52,66.8,66.97,1637300
2009-11-10,67.04,67.59,66.38,66.56,1868700
2009-11-09,65.9,67.41,65.82,67.31,1702300
2009-11-06,65.25,65.82,64.77,65.58,1677800
2009-11-05,64.06,65.92,64.06,65.39,2114000
2009-11-04,64.13,65.15,63.36,63.85,3386000
2009-11-03,62.98,63.17,62.19,62.55,2254000
2009-11-02,62.71,63.75,62.52,63.02,1870400
2009-10-30,63.43,64.17,62.6,62.7,3082200
2009-10-29,64.56,64.86,62.78,63.65,3213500
2009-10-28,64.98,65.93,64.22,64.3,3720600
2009-10-27,66.05,67.08,65.69,65.78,2714000
2009-10-26,66.66,67.72,65.82,65.96,2450600
2009-10-23,67.99,67.99,66.21,66.6,1698600
2009-10-22,66.75,67.82,66.65,67.75,1852900
2009-10-21,67.68,68.4,66.62,66.7,1712700
2009-10-20,68.32,68.37,67.04,67.63,2589200
2009-10-19,67.9,68.84,67.67,68.7,2084000
2009-10-16,67.02,67.9,66.53,67.75,2483800
2009-10-15,66.76,67.44,66.54,67.32,1876600
2009-10-14,66.29,67.04,65.67,66.85,1711600
2009-10-13,65.37,65.9,65.11,65.59,1487900
2009-10-12,66.27,66.47,65.26,65.61,1077700
2009-10-09,65.25,66.16,65.01,66.16,1397900
2009-10-08,65.98,66.08,65.0,65.28,2545700
2009-10-07,65.63,65.86,64.85,65.51,2513400
2009-10-06,65.12,66.05,65.0,65.92,2658700
2009-10-05,64.62,65.0,63.76,64.77,3003200
2009-10-02,62.78,63.3,62.63,63.08,2935400
2009-10-01,64.4,64.74,63.1,63.15,4136900
2009-09-30,65.32,65.32,63.46,64.6,3301400
2009-09-29,64.57,65.16,64.16,64.47,2097000
2009-09-28,64.11,64.83,63.64,64.54,2310100
2009-09-25,62.04,63.11,61.81,62.99,3269800
2009-09-24,63.41,63.41,61.93,62.28,2045200
2009-09-23,64.1,64.11,63.1,63.23,1951000
2009-09-22,63.87,64.24,63.49,63.86,2462100
2009-09-21,64.11,64.53,63.46,63.64,1936600
2009-09-18,64.58,64.85,63.88,64.61,2145200
2009-09-17,63.03,64.86,62.84,64.43,3226900
2009-09-16,63.25,63.31,62.19,63.29,2109200
2009-09-15,63.2,63.26,62.75,63.13,1536500
2009-09-14,63.2,63.2,62.43,63.1,2028200
2009-09-11,62.79,63.43,62.4,63.34,2066100
2009-09-10,62.3,62.73,61.42,62.53,2223700
2009-09-09,63.07,63.52,61.68,62.19,3066200
2009-09-08,61.02,63.22,60.85,62.91,5484500
2009-09-04,58.83,60.71,58.83,60.48,2680500
2009-09-03,58.4,58.83,57.36,58.8,2027600
2009-09-02,58.48,58.81,57.71,58.13,1838900
2009-09-01,59.15,59.73,58.11,58.6,1918700
2009-08-31,59.52,59.56,58.68,59.19,2078000
2009-08-28,60.17,60.17,59.34,59.77,2294100
2009-08-27,59.07,60.0,58.76,59.95,2480900
2009-08-26,58.74,58.86,57.87,58.73,2235400
2009-08-25,59.01,59.72,58.63,58.71,1903900
2009-08-24,58.78,58.98,58.33,58.74,1781400
2009-08-21,56.13,58.68,56.1,58.49,4204100
2009-08-20,55.68,56.05,55.39,55.81,2220100
2009-08-19,55.13,55.85,55.03,55.59,2130600
2009-08-18,55.09,55.75,54.87,55.38,1843900
2009-08-17,55.56,55.92,54.74,55.03,1709300
2009-08-14,56.98,57.22,55.83,56.24,1452200
2009-08-13,57.36,57.36,56.42,57.08,1879500
2009-08-12,56.05,57.69,55.84,57.13,2114700
2009-08-11,56.73,56.82,55.72,56.21,1350600
2009-08-10,57.22,57.49,56.45,56.81,1119700
2009-08-07,56.73,57.85,56.3,57.54,1811500
2009-08-06,56.33,56.67,55.67,56.44,1894000
2009-08-05,56.74,56.92,55.47,56.26,1924100
2009-08-04,55.92,56.61,55.63,56.5,1782400
2009-08-03,55.8,56.19,54.74,56.0,2207200
2009-07-31,55.21,55.94,54.77,55.39,2523700
2009-07-30,55.18,55.86,54.7,55.13,3081900
2009-07-29,53.54,54.9,53.0,54.55,3762300
2009-07-28,51.64,53.85,51.64,53.74,4056200
2009-07-27,51.9,52.49,49.85,51.89,7045600
2009-07-24,53.56,53.66,52.28,52.49,2811000
2009-07-23,54.17,54.32,53.06,53.71,3188200
2009-07-22,54.4,54.6,53.78,54.0,2220600
2009-07-21,54.88,54.88,53.78,54.55,2301200
2009-07-20,53.89,54.51,53.23,54.47,1516300
2009-07-17,54.57,54.88,53.31,53.56,2331000
2009-07-16,54.1,55.0,54.02,54.76,2227800
2009-07-15,53.53,54.18,53.32,54.14,1647800
2009-07-14,52.46,53.29,51.99,53.1,2188500
2009-07-13,51.61,52.34,50.83,52.29,2474800
2009-07-10,51.39,52.06,51.21,51.59,1928900
2009-07-09,51.97,52.21,51.32,51.54,1995500
2009-07-08,52.14,52.68,51.49,51.91,2331400
2009-07-07,53.72,53.94,51.96,52.06,2489200
2009-07-06,53.5,53.98,53.18,53.93,1866200
2009-07-02,55.4,55.43,53.62,53.62,2066800
2009-07-01,55.63,56.23,55.36,55.68,1995000
2009-06-30,56.75,56.85,55.15,55.39,2412100
2009-06-29,55.51,57.24,55.27,57.0,2972200
2009-06-26,55.76,55.97,55.1,55.46,4419500
2009-06-25,54.78,56.17,54.61,55.82,2511100
2009-06-24,56.17,56.45,54.32,54.54,2653500
2009-06-23,57.07,57.28,55.77,55.99,2377300
2009-06-22,58.42,58.42,57.25,57.45,2689900
2009-06-19,58.53,59.36,58.2,58.74,3212500
2009-06-18,57.73,58.54,57.43,58.21,1646700
2009-06-17,57.31,58.04,56.97,57.62,1456300
2009-06-16,58.26,58.47,57.4,57.46,1850600
2009-06-15,59.05,59.12,57.58,58.08,1912300
2009-06-12,59.17,60.03,58.63,59.76,1535800
2009-06-11,58.98,60.24,58.98,59.29,2023300
2009-06-10,59.8,60.04,57.82,59.04,2035400
2009-06-09,60.4,60.66,58.99,59.25,2818000
2009-06-08,60.03,61.06,59.42,60.46,2286100
2009-06-05,59.39,61.12,59.39,60.45,2769000
2009-06-04,58.39,59.24,57.98,59.1,2028200
2009-06-03,59.8,59.97,58.0,58.59,2301000
2009-06-02,59.28,60.3,59.17,59.98,2116600
2009-06-01,57.28,59.45,57.27,59.31,2066200
2009-05-29,57.01,57.44,55.91,56.9,2361900
2009-05-28,56.22,57.33,55.22,57.04,2343400
2009-05-27,56.37,56.94,55.69,55.72,2241900
2009-05-26,55.47,56.85,55.25,56.27,4603800
2009-05-22,55.79,56.4,55.15,55.7,1830100
2009-05-21,56.69,56.69,54.92,55.7,2200100
2009-05-20,57.16,57.96,56.91,57.17,2543300
2009-05-19,55.6,57.32,55.55,56.87,2932700
2009-05-18,54.95,55.51,54.18,55.46,3297300
2009-05-15,55.84,56.25,54.73,55.01,3488900
2009-05-14,55.31,56.07,55.01,55.84,3105100
2009-05-13,55.06,55.37,53.51,55.3,3482200
2009-05-12,54.43,55.54,53.67,55.3,2463500
2009-05-11,55.12,55.79,54.06,54.13,2537300
2009-05-08,54.27,55.94,53.87,55.88,3274600
2009-05-07,54.53,54.84,53.19,53.66,3312400
2009-05-06,53.78,54.32,53.23,54.24,2152000
2009-05-05,53.97,54.15,53.05,53.62,2152600
2009-05-04,52.31,54.09,52.31,54.0,2900100
2009-05-01,52.02,52.78,51.26,52.38,3303600
2009-04-30,53.51,53.8,51.48,51.67,4642200
2009-04-29,52.79,54.34,52.01,53.34,4211400
2009-04-28,50.69,51.12,50.0,50.61,2500300
2009-04-27,49.82,52.62,49.42,51.28,4047700
2009-04-24,49.81,49.81,48.5,49.18,3371800
2009-04-23,48.5,49.5,47.61,49.5,4639700
2009-04-22,46.88,49.25,46.88,48.23,4100900
2009-04-21,45.26,46.59,45.06,46.47,4226800
2009-04-20,46.0,46.0,44.83,45.37,3543700
2009-04-17,45.75,46.8,45.32,46.55,4076800
2009-04-16,44.63,45.79,44.04,45.54,3139900
2009-04-15,43.82,44.39,43.37,44.3,2300400
2009-04-14,43.71,44.16,43.11,43.93,2654100
2009-04-13,44.52,44.68,43.62,44.01,2898800
2009-04-09,44.84,45.1,44.36,44.94,3582700
2009-04-08,43.61,44.15,43.29,44.0,2675400
2009-04-07,44.97,45.78,43.19,43.55,4316100
2009-04-06,42.71,45.91,42.3,45.56,5881100
2009-04-03,42.96,43.31,41.86,42.66,3408000
2009-04-02,42.89,44.15,42.62,43.12,4052900
2009-04-01,41.2,42.33,40.78,42.19,3398600
2009-03-31,42.68,42.72,41.51,41.59,4799700
2009-03-30,42.23,42.56,41.24,42.34,5585200
2009-03-27,42.63,43.45,42.22,43.12,4652500
2009-03-26,40.72,43.13,40.4,43.07,4874100
2009-03-25,40.1,41.17,39.42,40.31,3685700
2009-03-24,39.29,40.17,39.18,39.5,4206500
2009-03-23,38.05,39.67,38.05,39.64,4359900
2009-03-20,37.89,38.42,37.31,37.65,4414000
2009-03-19,39.37,39.73,37.28,37.86,5653100
2009-03-18,39.4,40.09,37.96,39.22,4463000
2009-03-17,39.21,39.57,38.26,39.55,3406500
2009-03-16,37.95,40.26,37.66,39.05,4302700
2009-03-13,37.81,38.17,37.28,37.6,3967800
2009-03-12,36.51,37.81,35.91,37.57,4211400
2009-03-11,37.77,38.07,35.85,36.41,4446000
2009-03-10,36.85,37.73,36.13,37.6,4291700
2009-03-09,36.06,36.65,35.81,36.31,5291800
2009-03-06,36.99,38.0,35.28,36.49,7498500
2009-03-05,37.5,39.41,36.98,37.38,10657700
2009-03-04,40.31,40.61,39.56,40.22,7107100
2009-03-03,41.47,41.78,39.76,39.83,4875200
2009-03-02,42.94,42.94,40.94,41.05,5063400
2009-02-27,44.96,45.13,43.76,43.82,3566000
2009-02-26,47.09,47.2,45.39,45.68,2867600
2009-02-25,48.87,48.87,46.31,46.54,5078500
2009-02-24,49.24,49.47,47.85,49.02,3933900
2009-02-23,51.21,51.21,48.81,48.94,2218900
2009-02-20,51.22,51.64,49.92,50.82,4080700
2009-02-19,52.29,52.93,51.73,51.87,3040100
2009-02-18,53.11,53.11,51.9,51.96,2690900
2009-02-17,53.66,53.66,51.86,52.88,3103700
2009-02-13,53.8,55.37,53.64,54.49,2037100
2009-02-12,53.05,53.9,52.01,53.83,3510000
2009-02-11,54.83,55.1,53.36,53.89,2834900
2009-02-10,56.11,56.75,54.08,54.44,2631700
2009-02-09,56.96,57.54,56.35,56.75,2447200
2009-02-06,56.01,57.44,55.96,57.21,3254000
2009-02-05,54.56,56.82,54.56,56.23,2357900
2009-02-04,55.35,56.39,54.8,55.05,2466600
2009-02-03,55.79,55.97,54.13,55.3,3514100
2009-02-02,55.99,56.0,54.53,55.29,2578100
2009-01-30,58.5,58.88,56.18,56.73,2683800
2009-01-29,58.84,59.14,57.11,58.24,5189100
2009-01-28,59.32,61.38,58.56,60.01,5319200
2009-01-27,54.99,56.53,54.8,55.72,2636400
2009-01-26,52.97,54.84,52.79,54.6,3338600
2009-01-23,52.93,53.99,51.95,53.32,2162700
2009-01-22,53.55,54.37,52.68,53.88,2827300
2009-01-21,52.64,54.21,51.92,54.01,2481900
2009-01-20,54.25,54.73,52.06,52.2,4021700
2009-01-16,53.65,54.99,53.21,54.59,2954400
2009-01-15,54.61,55.18,51.49,53.06,3953200
2009-01-14,54.48,55.31,53.89,54.47,4076200
2009-01-13,57.61,57.61,54.75,55.1,4161200
2009-01-12,57.92,58.41,57.28,57.68,1806900
2009-01-09,57.72,58.95,57.33,57.92,1761400
2009-01-08,58.47,59.27,57.65,59.21,1929400
2009-01-07,60.67,60.67,58.36,58.83,1751200
2009-01-06,61.46,61.46,59.74,61.23,2256400
2009-01-05,59.38,60.18,58.89,59.74,1467200
2009-01-02,57.76,59.87,57.19,59.76,1649100
2008-12-31,56.63,58.21,56.41,57.59,1626700
2008-12-30,54.91,56.52,54.8,56.41,1364300
2008-12-29,55.94,56.07,53.96,54.53,1830200
2008-12-26,55.51,56.03,55.28,55.91,707100
2008-12-24,54.69,55.47,54.69,55.26,512000
2008-12-23,55.29,56.69,54.53,54.73,1761900
2008-12-22,56.0,56.31,54.26,55.48,2353200
2008-12-19,56.41,57.88,55.47,55.86,3693400
2008-12-18,56.42,57.69,55.54,55.87,3111300
2008-12-17,56.68,56.68,54.65,55.49,1991900
2008-12-16,53.39,56.4,53.06,56.34,2450700
2008-12-15,53.78,53.78,52.34,53.11,2718000
2008-12-12,53.07,53.58,52.19,53.28,2875600
2008-12-11,53.89,55.05,53.22,53.81,2478400
2008-12-10,55.15,55.52,53.73,54.29,2772800
2008-12-09,54.47,55.11,53.2,54.25,2707800
2008-12-08,51.71,54.99,51.71,54.23,3716200
2008-12-05,49.16,51.65,48.16,51.5,3008400
2008-12-04,51.22,52.74,49.23,49.95,3253600
2008-12-03,49.35,51.79,49.04,51.65,3466700
2008-12-02,48.92,50.89,48.52,50.11,3036200
2008-12-01,50.52,50.74,48.43,48.54,3237900
2008-11-28,49.62,51.67,49.59,51.67,1057300
2008-11-26,49.03,50.3,47.81,50.18,3338000
2008-11-25,50.94,52.14,48.6,49.61,4567500
2008-11-24,52.7,52.99,50.0,50.21,4720200
2008-11-21,49.86,52.29,48.36,51.95,4750100
2008-11-20,48.67,51.9,48.04,48.8,5713900
2008-11-19,53.24,54.61,49.13,49.25,4604800
2008-11-18,53.67,54.0,51.54,53.24,4443000
2008-11-17,55.54,55.8,53.04,53.51,3583700
2008-11-14,55.3,58.75,55.05,55.51,3496800
2008-11-13,57.77,59.21,52.33,56.2,7874400
